"state","state_pct_growth","national_pct_growth","relative_growth_pp"
"Ohio",0.38139633435746,0.312436881438093,0.0689594529193662
"Pennsylvania",0.41235446313066,0.312436881438093,0.0999175816925665
"Kentucky",0.0887005371310282,0.312436881438093,-0.223736344307065
"West Virginia",1.52170878123692,0.312436881438093,1.20927189979883
